TAIL_NUMBER,PASSENGER_CAPACITY,FUEL_COST/MILE,BASE_COST/FLIGHT
N182DN,85,21.1,2192.01
N499WN,200,30.8,4480.42
N7BMAA,21,16.8,3375.87
N7CBAA,85,22.1,2101.85
N209UA,85,22.2,2384.92
N843MQ,85,21.5,2326.58
N8657B,85,22.6,2282.02
N985AT,524,39.4,9906.79
N7ABAA,85,21.1,2269.68
N7710A,200,30.1,4531.56
N3EYAA,368,33.9,7767.4
N366AA,85,22.4,2290.14
N7BVAA,85,21.9,2224.53
N651UA,524,36.1,9383.29
N37018,85,21.6,2122.66
N916US,368,31.9,6904.75
N550AA,524,35.4,9541.3
N19951,368,31.0,7875.46
N670UA,85,22.4,2307.06
N7BFAA,200,29.1,4099.98
N378NW,85,22.1,2309.84
N860DA,85,23.4,2274.87
N3AFAA,524,38.1,9301.13
N830MH,85,22.6,2191.25
N866DA,85,21.3,2158.56
N799UA,200,31.1,4356.85
N636NK,524,37.2,10154.04
N836MH,5,0.26,488.42
N204UA,524,36.0,10237.25
N919DN,200,28.6,4089.72
N673US,524,39.1,10305.02
N844MH,85,22.1,2291.37
N495UA,85,21.7,2147.81
N7731A,200,29.8,4180.81
N841AS,85,21.8,2143.49
N7ARAA,200,29.2,4038.11
N917US,21,16.8,3395.42
N178DZ,200,28.6,4304.78
N224UA,85,22.8,2383.93
N643SW,21,15.3,3359.7
N692CA,524,39.1,9261.89
N179DN,85,21.4,2169.54
N1603,5,0.26,463.17
N646UA,85,23.3,2248.86
N391AA,21,16.7,3198.25
N8933B,368,33.1,7516.43
N8658A,200,29.9,4408.41
N673UA,524,38.6,9304.94
N229UA,200,29.8,4215.52
N705TW,5,0.24,501.23
N793UA,85,22.1,2332.03
N026AA,368,33.8,7762.1
N637NK,85,23.3,2355.53
N447SW,85,22.7,2206.01
N593NW,85,23.3,2298.22
N814NW,85,21.4,2378.77
N68061,85,22.6,2289.56
N855NW,85,21.2,2158.29
N811NW,85,21.9,2161.14
N7729A,5,0.27,501.6
N3AGAA,524,36.4,9600.8
N853NW,85,21.5,2407.76
N394AA,85,21.9,2120.84
N68834,85,21.5,2379.64
N215AG,85,23.0,2123.83
N605SW,368,33.2,7890.52
N8932C,524,39.3,9760.34
N817NW,200,28.4,4107.49
N653UA,85,23.1,2262.43
N7725A,85,23.4,2343.02
N832DN,85,21.3,2306.57
N130SY,85,23.3,2299.46
N16981,21,15.5,3640.23
N7BDAA,85,21.7,2117.65
N343AA,368,32.3,7648.67
N854NW,85,23.1,2243.78
N7AUAA,524,37.6,10077.59
N8968E,368,33.4,7622.06
N863DA,21,15.9,3446.64
N979DL,85,22.4,2301.07
N7CAAA,85,22.7,2322.74
N027AA,200,29.2,4040.61
N3MGAA,85,21.0,2332.42
N923AT,5,0.25,480.0
N777UA,368,31.7,7124.7
N7ANAA,21,15.6,3601.54
N188DN,524,37.2,10126.17
N812NW,85,21.9,2399.78
N226UA,85,21.8,2229.39
N7ATAA,85,22.5,2129.0
N490HA,200,29.7,4451.74
N798UA,200,31.1,4055.02
N791UA,21,16.6,3243.94
N7717D,85,21.8,2331.3
N946JB,524,39.0,9725.3
N127UA,5,0.26,504.01
N709TW,21,16.6,3188.25
N918US,368,30.6,7604.91
N7AHAA,85,23.2,2349.73
N7ADAA,85,21.9,2365.14
N833DN,85,21.9,2216.0
N175DZ,85,22.0,2134.31
N819NW,200,31.0,4177.82
N347AA,524,36.5,10530.79
N858NW,200,29.1,3965.87
N704DK,368,31.7,7443.5
N221UA,85,23.2,2197.41
N834MH,85,23.2,2230.47
N807NW,85,23.4,2385.58
N69840,85,23.1,2209.64
N78008,21,15.7,3191.77
N851NW,85,22.4,2392.71
N222UA,524,38.0,9912.81
N176DN,85,23.1,2151.52
N174DZ,85,22.3,2152.84
N537US,85,21.0,2162.54
N171DN,85,22.9,2410.85
N794UA,85,21.3,2411.93
N14120,85,21.6,2142.66
N8659D,85,22.6,2296.66
N028AA,85,22.9,2372.1
N66841,85,22.4,2267.23
N220UA,524,35.6,9439.88
N34131,85,21.1,2332.44
N186DN,524,38.9,9898.06
N132SY,524,35.2,9995.82
N963AT,200,30.4,4510.98
N988AT,200,30.0,4059.59
N68842,200,29.1,4466.27
N16065,21,16.3,3400.26
N8660A,85,21.2,2399.1
N173DZ,524,37.1,9861.92
N131SY,85,22.1,2293.02
N669UA,85,22.4,2407.22
N177DN,21,15.3,3176.02
N602XJ,85,22.4,2260.22
N829MH,368,32.1,7483.79
N947JB,200,30.0,4227.75
N638NK,85,23.1,2206.84
N601XJ,200,30.5,4077.85
N8661A,21,16.7,3461.4
N191DN,85,23.4,2132.6
N29124,368,31.5,7589.07
N863AA,21,15.9,3327.49
N771UA,524,38.4,9444.7
N831MH,85,21.4,2288.11
N813NW,524,37.4,10131.11
N218UA,85,21.1,2301.04
N971DL,368,31.2,7343.63
N26952,368,30.8,7149.36
N68843,21,16.1,3364.42
N375HA,85,23.2,2415.0
N792UA,200,31.1,4251.91
N993AT,85,21.3,2249.83
N216UA,85,22.5,2297.91
N3MHAA,85,23.5,2188.14
N7LAAA,368,33.7,7061.58
N919US,85,21.8,2354.96
N558WN,85,21.7,2180.28
N859NW,85,22.3,2114.79
N864AA,85,22.9,2212.89
N206UA,200,31.3,4239.01
N844MQ,85,22.0,2333.78
N479HA,524,36.6,10284.68
N687JS,85,22.0,2151.98
N685AE,368,32.3,7905.39
N172DN,524,38.0,9453.46
N673AE,524,37.0,9881.67
N974AT,368,32.5,7176.53
N134SY,85,23.0,2234.18
N920US,85,23.1,2250.59
N64844,85,23.4,2390.39
N133SY,524,35.6,9798.25
D942DN,524,37.0,10307.94
N818NW,85,21.3,2370.3
N796UA,200,29.0,4282.16
N563WN,524,39.4,9364.89
N177UA,85,21.2,2102.26
N74007,524,36.0,9435.05
N639NK,200,31.3,4170.65
N154DL,200,29.7,3964.79
N029AA,524,37.1,9962.07
N174UA,21,16.3,3541.54
N3MJAA,85,21.3,2400.07
N865AA,368,30.8,7556.32
N834DN,85,22.2,2247.87
N680AE,85,21.4,2303.26
N228FR,5,0.27,499.73
N121UA,524,37.7,9618.02
N972AT,85,21.5,2394.35
N820NW,85,22.2,2138.46
N441UA,5,0.27,451.84
N67845,85,21.8,2411.76
N135SY,85,23.1,2409.79
N835DN,85,22.9,2204.72
N566WN,200,29.9,4142.04
N67846,85,23.1,2230.66
N856NW,524,37.0,9658.8
N928AT,200,28.8,4123.03
N665WN,368,30.8,7496.16
N136SY,368,33.0,6931.72
N175DN,524,37.7,10494.98
N35953,21,15.4,3207.91
N8662F,200,29.3,4000.83
N843MH,200,28.4,4035.57
N842MH,368,33.9,7353.05
N227UA,85,23.1,2335.64
N640NK,368,31.9,7833.09
N671AE,524,35.9,10243.11
N120UA,85,21.1,2308.81
N667GB,85,21.8,2106.1
N8942A,524,37.2,9543.56
N7ASAA,524,36.2,10293.29
N769UA,524,36.6,9406.56
N197UA,200,28.8,4494.19
N810NW,85,22.1,2233.63
N122UA,21,15.2,3336.48
N809NW,200,30.6,4484.21
N564WN,200,30.5,4462.72
N836DN,5,0.26,452.64
N917UY,21,15.8,3476.75
N288AY,85,21.3,2173.12
N685DA,200,29.7,4157.71
N118UA,85,23.2,2209.76
N138SY,368,33.9,7759.95
N8663A,85,23.0,2378.63
N104UA,85,21.4,2335.09
N139SY,368,31.4,6957.53
N38950,85,23.4,2268.21
N866AA,85,22.1,2375.71
N7AVAA,85,23.2,2163.05
N69847,85,21.8,2351.27
N867AA,21,15.7,3590.64
N535US,368,30.8,7148.62
N971AT,85,22.9,2173.25
N13954,200,29.9,4483.24
N837DN,85,21.4,2264.65
N565WN,368,34.1,7480.7
N3MKAA,85,21.9,2249.9
N8828D,85,23.3,2248.18
N922US,368,34.0,7401.16
N66848,85,22.5,2342.23
N923US,85,22.9,2238.04
N75853,200,28.5,4184.29
N3MLAA,85,22.7,2378.11
N8664J,85,22.4,2183.43
N352NB,85,23.2,2214.6
N030AA,524,38.1,10454.74
N117UA,200,30.5,4080.09
N140SY,368,31.7,7507.15
N567WN,524,37.3,9792.95
N351NB,368,33.3,7015.99
N773UA,21,16.4,3410.84
N983AT,85,23.0,2191.06
N921US,85,21.1,2340.04
N472AS,200,29.5,4117.31
N569WN,368,33.1,7826.74
N774UA,85,22.1,2149.44
N677AE,524,38.6,9570.7
N674US,85,21.1,2314.53
N8665D,200,29.4,4187.04
N47214,21,15.5,3350.47
N182UA,5,0.24,464.7
N668US,85,23.2,2140.59
N838DN,85,21.9,2366.93
N663US,85,21.1,2330.69
N964AT,85,22.1,2283.87
N176DZ,200,28.6,4506.73
N675AE,524,36.7,9907.87
N641NK,85,21.8,2413.42
N141SY,85,22.3,2398.93
N665US,85,23.5,2169.98
N8ABAA,85,21.3,2231.87
N684JW,524,38.0,10148.11
N667US,524,36.1,10355.29
N328NB,200,28.6,4125.82
N229FR,85,22.5,2257.93
N8AAAA,200,28.3,4443.02
N924US,200,30.1,4230.81
N868AA,368,32.2,6913.1
N676AE,200,31.4,4547.19
N948JB,368,32.4,7701.31
N62849,85,23.1,2167.65
N710DN,85,23.0,2122.03
N68880,21,15.7,3626.84
N930AT,524,35.5,9970.3
N839DN,368,33.3,7596.57
N570WN,368,34.0,7838.97
N857NW,524,35.9,9740.62
N669US,368,33.1,7424.21
N939AT,200,30.7,4060.72
N142SY,368,34.0,7299.69
N8667D,85,23.4,2317.96
N666US,200,31.3,4537.6
N3MMAA,85,21.2,2374.64
N378HA,368,30.7,7491.63
N031AA,85,21.8,2393.16
N861NW,200,28.4,4006.75
N1604R,85,23.0,2405.71
N143SY,368,32.6,7434.2
N3MNAA,368,31.4,7840.79
N331NB,200,28.3,4256.59
N942AT,524,37.8,9371.81
N664US,85,21.5,2218.66
N670US,85,21.1,2373.77
N949JB,200,29.4,4014.31
N678AE,368,31.9,7474.92
N8668A,524,35.6,9411.92
N840DN,5,0.26,450.73
N661US,524,37.9,10505.67
N7816B,85,21.3,2330.61
N675NW,368,33.8,7166.71
N61881,85,23.5,2155.24
N965AT,85,23.1,2256.83
N545US,85,22.7,2158.38
N8AFAA,524,37.2,9566.73
N8AEAA,21,15.8,3509.41
N7LFAA,85,23.2,2385.71
N626AE,85,21.5,2172.02
N629AE,524,37.0,9560.53
N38955,524,36.3,9576.46
N354NB,85,21.8,2260.18
N15751,5,0.25,482.89
N7821L,200,28.2,4399.17
N925UY,85,23.2,2385.4
N363NB,368,30.9,7541.44
N642NK,368,31.4,7707.46
N927UW,200,30.4,4125.59
N61882,200,28.6,4358.8
N926UW,85,22.5,2258.8
N997AT,200,28.9,4174.96
N8ACAA,368,33.0,7450.4
N8669B,85,22.9,2412.4
N144SY,85,23.3,2118.03
N950JB,200,28.2,3969.08
N643NK,85,21.8,2221.03
N672AE,85,23.3,2270.73
N7817J,21,16.9,3466.35
N128UA,85,21.5,2303.16
N717JL,200,31.4,4000.58
N8670A,85,22.7,2286.19
N662US,524,36.1,10103.01
N330NB,368,33.5,7712.53
N7818L,368,33.8,6958.25
N8ADAA,21,15.9,3406.5
N3MPAA,85,22.0,2251.92
N869AA,200,30.2,4273.79
N362NB,368,32.7,7202.05
N477AS,200,30.8,4354.95
N7823A,368,31.0,6990.76
N173SY,368,32.3,7514.42
N171SY,524,36.2,10346.67
N170SY,200,29.7,3989.64
N841DN,524,37.1,9755.06
N624AE,368,31.7,7163.14
N671US,524,38.6,9617.99
N145SY,368,31.6,7031.99
N702DN,85,21.4,2142.24
N171UA,200,28.6,4339.61
N3MRAA,85,23.0,2385.86
N608AT,85,23.2,2342.26
N701DN,85,22.3,2136.6
N870AA,21,16.1,3629.32
N633AE,5,0.24,471.49
N703DN,200,30.2,4071.36
N032AA,368,31.5,7091.15
N474AS,200,30.4,4353.91
7819A,524,37.8,9643.31
N706DN,85,21.7,2103.32
N62883,85,21.4,2209.65
N824NW,524,36.5,9178.93
N62884,85,22.0,2256.97
N949AT,524,37.9,9936.43
N13227,85,22.3,2387.96
N952JB,524,37.3,9747.15
N17752,200,30.0,4437.36
N980AT,85,22.4,2315.94
N479AS,85,22.2,2136.88
N872AA,85,21.7,2170.26
N175UA,200,29.2,4014.78
N478AS,368,32.5,7489.19
N146SY,21,16.8,3335.04
N7820L,200,28.9,4410.19
N951AT,85,21.4,2407.46
N808MQ,85,22.9,2162.16
N873AA,200,28.2,4090.73
N982AT,85,22.2,2273.35
N8AHAA,85,21.9,2410.28
N871AA,200,30.3,4242.1
N860NW,524,37.9,9698.89
N69885,85,21.5,2181.02
N148SY,524,38.1,10257.64
N7820J,85,21.5,2357.98
N561WN,85,22.8,2370.56
N842DN,85,23.0,2302.02
N17753,85,22.4,2157.0
N45956,85,21.8,2191.25
N149SY,200,31.0,4413.2
N8AGAA,524,38.7,10304.09
N874AA,85,22.4,2141.91
N840MH,85,23.4,2125.1
N843DN,85,23.3,2328.49
N948AT,85,23.1,2202.91
N996AT,85,23.4,2396.25
N7825A,85,21.4,2296.21
N61886,21,16.0,3610.41
N822NW,21,15.2,3540.64
N568WN,200,28.4,4054.21
N658NK,85,22.4,2285.88
N876AA,368,33.9,7908.89
N3MUAA,85,22.1,2280.98
N657NK,200,30.1,4523.35
N844DN,200,28.9,4148.52
N7828A,85,21.8,2355.75
N12754,368,32.7,7738.41
N875AA,85,22.6,2341.05
N481AS,524,35.5,9214.56
N107UA,524,37.6,9934.32
N7827A,85,22.2,2319.85
N150SY,200,29.9,4424.7
N26232,85,23.5,2288.09
N954JB,85,21.2,2256.26
N27957,85,21.2,2340.43
N151SY,85,23.4,2406.2
N61887,85,21.8,2190.46
N845DN,85,22.5,2393.3
N7834A,21,16.1,3239.1
N943AT,524,35.7,9546.58
N8AJAA,200,29.0,4459.45
N281VA,200,28.6,4335.77
N14235,85,21.7,2304.61
N69888,368,32.6,7908.77
N8AKAA,85,21.8,2128.1
N944AT,85,21.1,2318.41
N483AS,200,28.9,3976.24
N3MVAA,85,22.0,2398.08
N282VA,200,28.3,4460.84
N7822A,524,39.2,9516.74
N823NW,368,31.8,7358.22
N3MWAA,200,29.5,4539.34
N878AA,200,30.7,4480.67
N62889,368,30.7,7204.66
N955JB,85,21.2,2105.84
N27958,21,16.0,3432.04
N952AT,368,30.6,7802.98
N659NK,524,35.2,10222.76
N486AS,524,36.9,9317.29
N7819A,85,21.3,2371.19
N7826B,85,22.2,2385.49
N27959,200,31.1,4075.27
N8ALAA,200,29.4,4281.97
N940AT,85,21.4,2324.54
N63890,85,22.9,2105.55
N7831B,21,16.0,3379.44
N846DN,85,21.2,2408.98
N3MXAA,85,23.2,2281.26
N877AA,85,22.4,2130.47
N950AT,85,23.3,2335.6
N880AA,85,22.1,2101.41
N230FR,368,32.3,7424.52
N7844A,85,22.9,2125.2
N978UY,368,33.7,7171.61
N68891,200,28.6,4004.08
N701FR,21,16.2,3625.82
N7829B,524,37.0,10402.7
N980UY,200,28.8,4049.78
N7LKAA,368,32.9,7532.39
N956JB,368,31.1,7748.36
N826MH,524,36.4,10170.07
N852NW,368,30.7,7217.95
N947AT,85,21.4,2197.23
N847DN,368,30.7,7118.86
N977UY,524,39.2,9853.49
N35236,524,36.5,9528.54
N7832A,85,23.5,2138.7
N981UY,85,22.7,2148.05
N979UY,524,38.8,10420.99
N975UY,524,37.2,10446.75
N970UY,524,39.2,10348.89
N976UY,200,28.7,4473.91
N974UY,21,16.4,3452.67
N660NK,85,23.4,2283.28
N879AA,368,31.2,7042.46
N379HA,85,21.7,2193.57
N702FR,85,21.2,2200.9
N62892,368,32.9,7138.44
N7LBAA,21,15.4,3232.88
N973UY,5,0.25,493.28
N881AA,200,28.9,4015.88
N487AS,85,21.1,2126.6
N7LPAA,200,30.0,4208.51
N7LDAA,21,15.4,3264.34
N957JB,85,21.7,2338.16
N972UY,200,31.4,4285.27
N704FR,524,39.0,9696.76
N8AMAA,200,28.7,4127.4
N26960,85,22.0,2210.24
N936AT,524,35.6,9195.41
N8671D,524,35.4,10303.58
N3MYAA,524,37.1,9267.17
N7830A,524,35.9,10304.21
N27246,85,23.1,2104.91
N883AA,200,30.4,4094.5
N174SY,524,36.7,9575.39
N179UA,200,28.3,4133.85
N7843A,368,31.8,7029.15
N882AA,85,23.3,2233.86
N232FR,85,23.3,2315.89
N8672F,85,22.0,2346.14
N3NAAA,85,23.2,2253.14
N119UA,85,22.5,2268.65
N283VA,85,23.0,2375.32
N180UA,85,23.4,2341.67
N199UA,524,37.4,10083.91
7820L,524,37.3,9171.79
N498SW,368,32.3,7153.87
N848DN,85,21.5,2117.56
N546US,85,22.3,2320.05
N491AS,200,28.3,4545.67
N29961,200,30.9,4492.15
N8674B,368,31.4,7695.52
N36962,85,22.3,2244.57
N958JB,368,31.2,7100.01
N538US,85,23.0,2278.33
N3NBAA,85,22.4,2409.42
N661NK,85,21.0,2289.46
N536US,85,22.9,2353.09
N8673F,85,22.6,2340.44
N544US,85,22.5,2112.37
N982VJ,200,30.7,4512.96
N849DN,85,22.5,2270.53
N3NCAA,85,23.2,2387.6
N7LJAA,368,32.5,7735.95
N181UA,524,37.4,10110.17
N492AS,21,16.2,3318.06
N7LSAA,368,31.7,7113.65
N705FR,85,22.1,2226.07
N7LMAA,200,29.3,4094.28
N946AT,200,29.1,4200.98
N7LTAA,85,21.3,2413.62
N7LRAA,524,38.0,9775.9
N284VA,524,39.0,9957.62
N959JB,200,28.2,4485.15
N825NW,5,0.25,488.53
N175SY,85,21.4,2258.41
N8ANAA,524,36.7,9234.73
N7LCAA,524,35.3,9179.13
N885AA,368,31.6,7040.58
N7833A,524,38.4,10199.06
N662NK,85,22.8,2146.91
N7LLAA,85,23.5,2264.6
N8675A,5,0.25,471.35
N7LUAA,85,21.2,2286.18
N7LEAA,524,37.6,9618.59
N850DN,85,21.8,2340.57
N8676A,200,31.2,4494.01
